name,description,condition,status,rateOption,rentalFee,replacementCost,freeToBorrow,whatItemOffers,whatIsIncluded,knownIssues,usageLimitations,thumbnailImage,photos,categories,tags,isTrending,viewCount,bookingCount,likeCount,lenderId,borrowerId,availability
Office Chair #069,Office Chair in good condition.,GOOD,AVAILABLE,PER_DAY,51,10375,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",Minor cosmetic scratches.,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-69/640/480,"[""https://picsum.photos/seed/item-69/640/480"",""https://picsum.photos/seed/item-69-a/1024/768"",""https://picsum.photos/seed/item-69-b/1024/768""]","[""FURNITURE""]","[""audio"",""electronics""]",true,1831,57,108,,,"[{""startDate"":""2026-04-11T02:50:23.198Z"",""endDate"":""2026-04-13T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-04-16T02:50:23.198Z"",""endDate"":""2026-04-20T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Whiteboard Stand #070,Whiteboard Stand in like new condition.,LIKE_NEW,AVAILABLE,PER_HOUR,313,1224,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",Minor cosmetic scratches.,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-70/640/480,"[""https://picsum.photos/seed/item-70/640/480"",""https://picsum.photos/seed/item-70-a/1024/768"",""https://picsum.photos/seed/item-70-b/1024/768""]","[""SCHOOL_SUPPLIES"",""ELECTRONICS"",""CLOTHING""]","[""clean"",""kitchen"",""electronics"",""study""]",true,1547,67,86,,,"[{""startDate"":""2026-04-04T02:50:23.198Z"",""endDate"":""2026-04-06T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-04-09T02:50:23.198Z"",""endDate"":""2026-04-13T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Mountain Bike #071,Mountain Bike in poor condition.,POOR,AVAILABLE,PER_DAY,0,12329,true,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-71/640/480,"[""https://picsum.photos/seed/item-71/640/480"",""https://picsum.photos/seed/item-71-a/1024/768"",""https://picsum.photos/seed/item-71-b/1024/768""]","[""ELECTRONICS"",""HOME_APPLIANCES"",""VEHICLES_ACCESSORIES""]","[""kitchen"",""tools""]",true,1901,0,39,,,"[{""startDate"":""2026-03-27T02:50:23.198Z"",""endDate"":""2026-03-29T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-04-01T02:50:23.198Z"",""endDate"":""2026-04-05T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Power Bank #072,Power Bank in fair condition.,FAIR,RENTED,PER_HOUR,200,9583,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-72/640/480,"[""https://picsum.photos/seed/item-72/640/480"",""https://picsum.photos/seed/item-72-a/1024/768"",""https://picsum.photos/seed/item-72-b/1024/768""]","[""TOYS_GAMES"",""OTHER""]","[""events"",""clean"",""audio"",""portable""]",true,308,30,66,,,"[{""startDate"":""2026-04-04T02:50:23.198Z"",""endDate"":""2026-04-06T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-04-09T02:50:23.198Z"",""endDate"":""2026-04-13T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Study Lamp #073,Study Lamp in poor condition.,POOR,AVAILABLE,PER_DAY,102,8663,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-73/640/480,"[""https://picsum.photos/seed/item-73/640/480"",""https://picsum.photos/seed/item-73-a/1024/768"",""https://picsum.photos/seed/item-73-b/1024/768""]","[""FURNITURE"",""OTHER"",""SPORTS_OUTDOORS""]","[""tools"",""portable"",""electronics""]",true,1918,69,2,,,"[{""startDate"":""2026-03-08T02:50:23.198Z"",""endDate"":""2026-03-10T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-03-13T02:50:23.198Z"",""endDate"":""2026-03-17T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Camping Tent #074,Camping Tent in new condition.,NEW,AVAILABLE,PER_DAY,69,7779,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",Minor cosmetic scratches.,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-74/640/480,"[""https://picsum.photos/seed/item-74/640/480"",""https://picsum.photos/seed/item-74-a/1024/768"",""https://picsum.photos/seed/item-74-b/1024/768""]","[""CLOTHING"",""VEHICLES_ACCESSORIES"",""TOYS_GAMES""]","[""audio"",""clean"",""project"",""battery""]",true,1067,38,104,,,"[{""startDate"":""2026-03-10T02:50:23.198Z"",""endDate"":""2026-03-12T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-03-15T02:50:23.198Z"",""endDate"":""2026-03-19T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Sewing Machine #075,Sewing Machine in like new condition.,LIKE_NEW,AVAILABLE,PER_DAY,321,1794,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-75/640/480,"[""https://picsum.photos/seed/item-75/640/480"",""https://picsum.photos/seed/item-75-a/1024/768"",""https://picsum.photos/seed/item-75-b/1024/768""]","[""VEHICLES_ACCESSORIES"",""HEALTH_BEAUTY""]","[""home"",""kitchen"",""student-friendly""]",true,1842,41,99,,,"[{""startDate"":""2026-03-11T02:50:23.198Z"",""endDate"":""2026-03-13T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-03-16T02:50:23.198Z"",""endDate"":""2026-03-20T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Toolbox Set #076,Toolbox Set in new condition.,NEW,AVAILABLE,PER_DAY,318,5368,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-76/640/480,"[""https://picsum.photos/seed/item-76/640/480"",""https://picsum.photos/seed/item-76-a/1024/768"",""https://picsum.photos/seed/item-76-b/1024/768""]","[""VEHICLES_ACCESSORIES"",""HEALTH_BEAUTY""]","[""weekend-use"",""electronics""]",true,388,55,76,,,"[{""startDate"":""2026-04-06T02:50:23.198Z"",""endDate"":""2026-04-08T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-04-11T02:50:23.198Z"",""endDate"":""2026-04-15T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Microwave Oven #077,Microwave Oven in new condition.,NEW,AVAILABLE,PER_HOUR,185,6424,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-77/640/480,"[""https://picsum.photos/seed/item-77/640/480"",""https://picsum.photos/seed/item-77-a/1024/768"",""https://picsum.photos/seed/item-77-b/1024/768""]","[""ELECTRONICS"",""VEHICLES_ACCESSORIES"",""BOOKS""]","[""campus"",""battery"",""project""]",true,1771,51,21,,,"[{""startDate"":""2026-03-22T02:50:23.198Z"",""endDate"":""2026-03-24T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-03-27T02:50:23.198Z"",""endDate"":""2026-03-31T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Stand Mixer #078,Stand Mixer in new condition.,NEW,AVAILABLE,PER_DAY,245,2388,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-78/640/480,"[""https://picsum.photos/seed/item-78/640/480"",""https://picsum.photos/seed/item-78-a/1024/768"",""https://picsum.photos/seed/item-78-b/1024/768""]","[""OTHER""]","[""portable"",""weekend-use"",""student-friendly"",""study""]",false,603,32,14,,,"[{""startDate"":""2026-04-09T02:50:23.198Z"",""endDate"":""2026-04-11T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-04-14T02:50:23.198Z"",""endDate"":""2026-04-18T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Digital Camera #079,Digital Camera in like new condition.,LIKE_NEW,AVAILABLE,PER_HOUR,161,2141,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",Minor cosmetic scratches.,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-79/640/480,"[""https://picsum.photos/seed/item-79/640/480"",""https://picsum.photos/seed/item-79-a/1024/768"",""https://picsum.photos/seed/item-79-b/1024/768""]","[""BOOKS""]","[""events"",""student-friendly""]",true,397,78,140,,,"[{""startDate"":""2026-03-14T02:50:23.198Z"",""endDate"":""2026-03-16T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-03-19T02:50:23.198Z"",""endDate"":""2026-03-23T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Microwave Oven #080,Microwave Oven in fair condition.,FAIR,DEACTIVATED,PER_HOUR,112,6229,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",Minor cosmetic scratches.,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-80/640/480,"[""https://picsum.photos/seed/item-80/640/480"",""https://picsum.photos/seed/item-80-a/1024/768"",""https://picsum.photos/seed/item-80-b/1024/768""]","[""SPORTS_OUTDOORS""]","[""campus"",""study"",""project""]",false,655,63,43,,,"[{""startDate"":""2026-04-10T02:50:23.198Z"",""endDate"":""2026-04-12T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-04-15T02:50:23.198Z"",""endDate"":""2026-04-19T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Badminton Racket Set #081,Badminton Racket Set in poor condition.,POOR,RENTED,PER_DAY,61,8522,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-81/640/480,"[""https://picsum.photos/seed/item-81/640/480"",""https://picsum.photos/seed/item-81-a/1024/768"",""https://picsum.photos/seed/item-81-b/1024/768""]","[""CLOTHING"",""VEHICLES_ACCESSORIES""]","[""student-friendly"",""audio"",""battery""]",true,1144,79,146,,,"[{""startDate"":""2026-04-02T02:50:23.198Z"",""endDate"":""2026-04-04T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-04-07T02:50:23.198Z"",""endDate"":""2026-04-11T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Wireless Microphone #082,Wireless Microphone in new condition.,NEW,RENTED,PER_HOUR,176,6285,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-82/640/480,"[""https://picsum.photos/seed/item-82/640/480"",""https://picsum.photos/seed/item-82-a/1024/768"",""https://picsum.photos/seed/item-82-b/1024/768""]","[""TOYS_GAMES""]","[""battery"",""weekend-use"",""student-friendly""]",true,1490,54,14,,,"[{""startDate"":""2026-03-19T02:50:23.198Z"",""endDate"":""2026-03-21T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-03-24T02:50:23.198Z"",""endDate"":""2026-03-28T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Badminton Racket Set #083,Badminton Racket Set in new condition.,NEW,DEACTIVATED,PER_HOUR,0,8456,true,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-83/640/480,"[""https://picsum.photos/seed/item-83/640/480"",""https://picsum.photos/seed/item-83-a/1024/768"",""https://picsum.photos/seed/item-83-b/1024/768""]","[""HEALTH_BEAUTY"",""SPORTS_OUTDOORS""]","[""events"",""battery""]",true,1346,21,58,,,"[{""startDate"":""2026-03-13T02:50:23.198Z"",""endDate"":""2026-03-15T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-03-18T02:50:23.198Z"",""endDate"":""2026-03-22T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Power Bank #084,Power Bank in new condition.,NEW,AVAILABLE,PER_HOUR,190,9109,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-84/640/480,"[""https://picsum.photos/seed/item-84/640/480"",""https://picsum.photos/seed/item-84-a/1024/768"",""https://picsum.photos/seed/item-84-b/1024/768""]","[""PET_SUPPLIES"",""BOOKS"",""SCHOOL_SUPPLIES""]","[""weekend-use"",""audio""]",true,746,47,119,,,"[{""startDate"":""2026-03-30T02:50:23.198Z"",""endDate"":""2026-04-01T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-04-04T02:50:23.198Z"",""endDate"":""2026-04-08T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Whiteboard Stand #085,Whiteboard Stand in new condition.,NEW,DEACTIVATED,PER_DAY,0,6803,true,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-85/640/480,"[""https://picsum.photos/seed/item-85/640/480"",""https://picsum.photos/seed/item-85-a/1024/768"",""https://picsum.photos/seed/item-85-b/1024/768""]","[""BOOKS"",""PET_SUPPLIES"",""HEALTH_BEAUTY""]","[""sports"",""battery"",""electronics""]",true,1088,43,93,,,"[{""startDate"":""2026-03-10T02:50:23.198Z"",""endDate"":""2026-03-12T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-03-15T02:50:23.198Z"",""endDate"":""2026-03-19T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Portable Speaker #086,Portable Speaker in new condition.,NEW,RENTED,PER_DAY,0,2433,true,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",Minor cosmetic scratches.,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-86/640/480,"[""https://picsum.photos/seed/item-86/640/480"",""https://picsum.photos/seed/item-86-a/1024/768"",""https://picsum.photos/seed/item-86-b/1024/768""]","[""TOYS_GAMES"",""BOOKS""]","[""home"",""clean"",""sports""]",true,2400,15,140,,,"[{""startDate"":""2026-03-02T02:50:23.198Z"",""endDate"":""2026-03-04T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-03-07T02:50:23.198Z"",""endDate"":""2026-03-11T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Portable Speaker #087,Portable Speaker in fair condition.,FAIR,RENTED,PER_DAY,0,2228,true,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-87/640/480,"[""https://picsum.photos/seed/item-87/640/480"",""https://picsum.photos/seed/item-87-a/1024/768"",""https://picsum.photos/seed/item-87-b/1024/768""]","[""CLOTHING"",""PET_SUPPLIES"",""VEHICLES_ACCESSORIES""]","[""kitchen"",""home"",""electronics"",""study""]",true,1519,2,18,,,"[{""startDate"":""2026-04-07T02:50:23.198Z"",""endDate"":""2026-04-09T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-04-12T02:50:23.198Z"",""endDate"":""2026-04-16T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Camping Tent #088,Camping Tent in new condition.,NEW,RENTED,PER_DAY,0,8662,true,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",Minor cosmetic scratches.,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-88/640/480,"[""https://picsum.photos/seed/item-88/640/480"",""https://picsum.photos/seed/item-88-a/1024/768"",""https://picsum.photos/seed/item-88-b/1024/768""]","[""ELECTRONICS"",""SPORTS_OUTDOORS"",""HOME_APPLIANCES""]","[""tools"",""kitchen""]",true,1225,46,104,,,"[{""startDate"":""2026-03-24T02:50:23.198Z"",""endDate"":""2026-03-26T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-03-29T02:50:23.198Z"",""endDate"":""2026-04-02T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Portable Speaker #089,Portable Speaker in like new condition.,LIKE_NEW,RENTED,PER_HOUR,325,2797,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-89/640/480,"[""https://picsum.photos/seed/item-89/640/480"",""https://picsum.photos/seed/item-89-a/1024/768"",""https://picsum.photos/seed/item-89-b/1024/768""]","[""HEALTH_BEAUTY""]","[""events"",""battery"",""kitchen""]",true,46,78,124,,,"[{""startDate"":""2026-03-26T02:50:23.198Z"",""endDate"":""2026-03-28T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-03-31T02:50:23.198Z"",""endDate"":""2026-04-04T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Power Bank #090,Power Bank in like new condition.,LIKE_NEW,AVAILABLE,PER_HOUR,133,10786,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-90/640/480,"[""https://picsum.photos/seed/item-90/640/480"",""https://picsum.photos/seed/item-90-a/1024/768"",""https://picsum.photos/seed/item-90-b/1024/768""]","[""PET_SUPPLIES""]","[""sports"",""campus"",""weekend-use""]",true,2295,9,74,,,"[{""startDate"":""2026-03-24T02:50:23.198Z"",""endDate"":""2026-03-26T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-03-29T02:50:23.198Z"",""endDate"":""2026-04-02T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Portable Speaker #091,Portable Speaker in fair condition.,FAIR,DEACTIVATED,PER_HOUR,0,8902,true,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",Minor cosmetic scratches.,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-91/640/480,"[""https://picsum.photos/seed/item-91/640/480"",""https://picsum.photos/seed/item-91-a/1024/768"",""https://picsum.photos/seed/item-91-b/1024/768""]","[""HEALTH_BEAUTY"",""OTHER"",""TOOLS""]","[""events"",""battery""]",true,2335,18,109,,,"[{""startDate"":""2026-03-17T02:50:23.198Z"",""endDate"":""2026-03-19T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-03-22T02:50:23.198Z"",""endDate"":""2026-03-26T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Whiteboard Stand #092,Whiteboard Stand in fair condition.,FAIR,RENTED,PER_DAY,313,12118,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-92/640/480,"[""https://picsum.photos/seed/item-92/640/480"",""https://picsum.photos/seed/item-92-a/1024/768"",""https://picsum.photos/seed/item-92-b/1024/768""]","[""CLOTHING"",""BOOKS""]","[""battery"",""student-friendly"",""kitchen"",""portable""]",false,9,25,12,,,"[{""startDate"":""2026-04-14T02:50:23.198Z"",""endDate"":""2026-04-16T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-04-19T02:50:23.198Z"",""endDate"":""2026-04-23T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Digital Camera #093,Digital Camera in good condition.,GOOD,RENTED,PER_DAY,87,5169,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-93/640/480,"[""https://picsum.photos/seed/item-93/640/480"",""https://picsum.photos/seed/item-93-a/1024/768"",""https://picsum.photos/seed/item-93-b/1024/768""]","[""OTHER""]","[""project"",""tools"",""sports""]",true,1004,9,94,,,"[{""startDate"":""2026-03-20T02:50:23.198Z"",""endDate"":""2026-03-22T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-03-25T02:50:23.198Z"",""endDate"":""2026-03-29T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Portable Speaker #094,Portable Speaker in poor condition.,POOR,DEACTIVATED,PER_HOUR,0,11102,true,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",Minor cosmetic scratches.,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-94/640/480,"[""https://picsum.photos/seed/item-94/640/480"",""https://picsum.photos/seed/item-94-a/1024/768"",""https://picsum.photos/seed/item-94-b/1024/768""]","[""OTHER""]","[""clean"",""campus""]",true,1073,58,46,,,"[{""startDate"":""2026-03-24T02:50:23.198Z"",""endDate"":""2026-03-26T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-03-29T02:50:23.198Z"",""endDate"":""2026-04-02T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Cordless Drill #095,Cordless Drill in new condition.,NEW,AVAILABLE,PER_HOUR,230,3229,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-95/640/480,"[""https://picsum.photos/seed/item-95/640/480"",""https://picsum.photos/seed/item-95-a/1024/768"",""https://picsum.photos/seed/item-95-b/1024/768""]","[""HOME_APPLIANCES""]","[""campus"",""audio""]",true,1546,39,67,,,"[{""startDate"":""2026-03-29T02:50:23.198Z"",""endDate"":""2026-03-31T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-04-03T02:50:23.198Z"",""endDate"":""2026-04-07T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Badminton Racket Set #096,Badminton Racket Set in fair condition.,FAIR,AVAILABLE,PER_HOUR,251,7424,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-96/640/480,"[""https://picsum.photos/seed/item-96/640/480"",""https://picsum.photos/seed/item-96-a/1024/768"",""https://picsum.photos/seed/item-96-b/1024/768""]","[""CLOTHING""]","[""audio"",""events""]",true,405,62,124,,,"[{""startDate"":""2026-04-04T02:50:23.198Z"",""endDate"":""2026-04-06T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-04-09T02:50:23.198Z"",""endDate"":""2026-04-13T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Acoustic Guitar #097,Acoustic Guitar in fair condition.,FAIR,DEACTIVATED,PER_DAY,255,5767,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",Minor cosmetic scratches.,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-97/640/480,"[""https://picsum.photos/seed/item-97/640/480"",""https://picsum.photos/seed/item-97-a/1024/768"",""https://picsum.photos/seed/item-97-b/1024/768""]","[""BOOKS"",""TOYS_GAMES"",""SCHOOL_SUPPLIES""]","[""clean"",""battery"",""weekend-use""]",true,728,58,134,,,"[{""startDate"":""2026-04-12T02:50:23.198Z"",""endDate"":""2026-04-14T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-04-17T02:50:23.198Z"",""endDate"":""2026-04-21T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Stand Mixer #098,Stand Mixer in fair condition.,FAIR,AVAILABLE,PER_HOUR,72,11209,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",Minor cosmetic scratches.,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-98/640/480,"[""https://picsum.photos/seed/item-98/640/480"",""https://picsum.photos/seed/item-98-a/1024/768"",""https://picsum.photos/seed/item-98-b/1024/768""]","[""TOYS_GAMES""]","[""weekend-use"",""clean"",""study"",""audio""]",true,2279,57,121,,,"[{""startDate"":""2026-04-06T02:50:23.198Z"",""endDate"":""2026-04-08T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-04-11T02:50:23.198Z"",""endDate"":""2026-04-15T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Digital Camera #099,Digital Camera in like new condition.,LIKE_NEW,RENTED,PER_DAY,340,5011,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-99/640/480,"[""https://picsum.photos/seed/item-99/640/480"",""https://picsum.photos/seed/item-99-a/1024/768"",""https://picsum.photos/seed/item-99-b/1024/768""]","[""PET_SUPPLIES"",""BOOKS"",""VEHICLES_ACCESSORIES""]","[""study"",""clean"",""portable""]",true,1238,9,14,,,"[{""startDate"":""2026-03-05T02:50:23.198Z"",""endDate"":""2026-03-07T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-03-10T02:50:23.198Z"",""endDate"":""2026-03-14T02:50:23.198Z"",""status"":""AVAILABLE""}]"
Microwave Oven #100,Microwave Oven in good condition.,GOOD,AVAILABLE,PER_HOUR,246,7197,false,Reliable performance for school or home tasks.,"Main unit, charger/accessory kit, and carrying case.",,Return cleaned and on time; indoor use preferred.,https://picsum.photos/seed/item-100/640/480,"[""https://picsum.photos/seed/item-100/640/480"",""https://picsum.photos/seed/item-100-a/1024/768"",""https://picsum.photos/seed/item-100-b/1024/768""]","[""VEHICLES_ACCESSORIES"",""ELECTRONICS"",""FURNITURE""]","[""audio"",""study"",""weekend-use"",""kitchen""]",false,623,3,19,,,"[{""startDate"":""2026-03-13T02:50:23.198Z"",""endDate"":""2026-03-15T02:50:23.198Z"",""status"":""AVAILABLE""},{""startDate"":""2026-03-18T02:50:23.198Z"",""endDate"":""2026-03-22T02:50:23.198Z"",""status"":""AVAILABLE""}]"
